"adult","backdrop_path","genre_ids","idDb","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count","id"
false,"/k0VC5O8PrrJRqqDDbHDiDo8qAE0.jpg","[16,28,14]",1034062,"en","Mortal Kombat Legends: Cage Match","Dans le Hollywood des années 1980, Johnny Cage, star de films d'action, cherche à devenir un acteur de premier plan. Mais lorsque sa partenaire, Jennifer, disparaît du plateau de tournage, Johnny se retrouve plongé dans un monde rempli d'ombres, de dangers et de tromperies. Alors qu'il s'embarque dans un périple sanglant, Johnny découvre rapidement que la Cité des Anges ne compte pas que des démons en son sein.",272.183,"/1eKWqTHp4OgKdx1QX1O9LxKHr1M.jpg","2023-10-17","Mortal Kombat Legends: Cage Match",false,7.1,58,48
false,"/jP3FatCTHc460ZGW57q9ypTdBqu.jpg","[53,878,28]",937249,"en","57 Seconds","Le blogueur, Franklin Fausti, obtient une interview avec le gourou visionnaire, Anton Burrell. Après avoir déjoué un attentat contre ce dernier, Franklin récupère une bague mystérieuse que Burrell a laissée tomber et découvre bientôt que le bijou permet à son possesseur de voyager 57 secondes dans le passé. Poussé par la vengeance et avec le soutien de Burrell, Franklin utilise l'anneau pour démanteler le laboratoire pharmaceutique responsable de la mort de sa sœur.",298.537,"/dWtbEVcrQStWROGtJy0IJ1Y5zHg.jpg","2023-09-29","57 Seconds",false,5.6,165,49
false,"/35z8hWuzfFUZQaYog8E9LsXW3iI.jpg","[12,28]",335977,"en","Indiana Jones and the Dial of Destiny","1969. Après avoir passé plus de dix ans à enseigner au Hunter College de New York, l'estimé docteur Jones, professeur d'archéologie, est sur le point de prendre sa retraite et de couler des jours paisibles. Tout bascule après la visite surprise de sa filleule Helena Shaw, qui est à la recherche d'un artefact rare que son père a confié à Indy des années auparavant : le fameux cadran d'Archimède, une relique qui aurait le pouvoir de localiser les fissures temporelles. En arnaqueuse accomplie, Helena vole l’objet et quitte précipitamment le pays afin de le vendre au plus offrant. Indy n'a d'autre choix que de se lancer à sa poursuite. Il ressort son fédora et son blouson de cuir pour une dernière virée...",273.346,"/1TMczPTGEtl2DrpWNEy7aLm7XxB.jpg","2023-06-28","Indiana Jones et le Cadran de la destinée",false,6.7,2009,50
false,"/gIQ3AGPR6WAWzh70mulRDN8kd23.jpg","[16,35,878,10770]",1190012,"en","South Park: Joining the Panderverse","Les rêves profondément troublants de Cartman annoncent la fin de la vie qu'il connaît et qu'il aime. Les adultes de South Park sont aux prises avec leurs propres décisions de vie, alors que l'avènement de l'IA bouleverse leur monde.",261.802,"/18IsRVfs5MkkTcqTGlUAnka6sCh.jpg","2023-10-27","South Park: Joining the Panderverse",false,8.3,75,52
false,"/p9DKeXp6FPJtAQ1k13Z4zPWrCbN.jpg","[18]",1058694,"en","Radical","Une enseignante dans une ville frontalière mexicaine, essaie une méthode nouvelle pour libérer le potentiel de ses élèves.",279.964,"/eSatbygYZp8ooprBHZdb6GFZxGB.jpg","2023-10-19","Radical",false,7.7,9,53
false,"/8rpDcsfLJypbO6vREc0547VKqEv.jpg","[878,12,28]",76600,"en","Avatar: The Way of Water","Une dizaine d'années se sont écoulés depuis les précédents évènements survenus sur Pandora. Jake Sully et Neytiri sont devenus parents. Leur vie idyllique, proche de la nature, est menacée lorsque la « Ressources Développement Administration », dangereuse organisation non-gouvernementale, est de retour sur Pandora. Contraints de quitter leur habitat naturel, Jake et sa famille se rendent sur les récifs, où ils pensent trouver asile. Mais ils tombent sur un clan, les Metkayina, aux mœurs différentes des leurs...",249.208,"/hYeB9GpFaT7ysabBoGG5rbo9mF4.jpg","2022-12-14","Avatar : La Voie de l'eau",false,7.7,10084,54
false,"/1X7vow16X7CnCoexXh4H4F2yDJv.jpg","[80,18,36]",466420,"en","Killers of the Flower Moon","L'histoire vraie des meurtres de plusieurs membres de la tribu indienne d'Osage en Oklahoma, assassinés après avoir trouvé du pétrole sur leurs terres dans les années 1920. Le FBI mène l'enquête.",254.841,"/fLVZcHRud9e8yI5sktUGbSOMJEO.jpg","2023-10-18","Killers of the Flower Moon",false,7.8,811,55
false,"/cK9LrH5Ggqf2005AhWrpDT98bHU.jpg","[28,12]",732684,"ru","Либерея: Охотники за сокровищами","",220.484,"/4fTHk6JD9xQExgVhhgqYQzpg3Nv.jpg","2022-10-27","Либерея: Охотники за сокровищами",false,5.6,17,56
false,"/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg","[878,12,28]",447365,"en","Guardians of the Galaxy Vol. 3","Peter Quill, encore sous le choc d'une terrible perte, doit rallier son équipe et se lancer dans un mission risquée et palpitante pour défendre l'univers et protéger Rocket. Pendant ce temps, une nouvelle force imprévisible menace de faire tomber les Gardiens pour de bon.",241.572,"/aaGDsYYjltMxrwgs4qnHse4qlGX.jpg","2023-05-03","Les Gardiens de la Galaxie : Volume 3",false,8,5228,57
false,"/7VEUOEfRzzrQfWddlIyLUKvh6Nf.jpg","[12,10751,14,10749]",447277,"en","The Little Mermaid","La plus jeune des filles du roi Triton, Ariel, est une jeune sirène belle et fougueuse avec une soif d'aventure. Désireuse d'en savoir plus sur le monde au-delà de la mer, Ariel visite la surface et tombe amoureuse du Prince Eric. Suivant son cœur, elle conclut un accord avec la méchante sorcière de la mer, Ursula, pour découvrir la vie sur terre.",247.221,"/hWxeKWUq1Ndha9h9bFTso11UdJY.jpg","2023-05-18","La Petite Sirène",false,6.5,2322,58
false,"/2n6KECWCNmekIEgZFNlldkELUsP.jpg","[28,18]",997391,"ml","ആര്‍ഡിഎക്സ്: റോബര്‍ട്ട് ഡോണി സേവ്യര്‍","",350.711,"/y6QRQ0bHGt9Wc1BBTZsa1iB2PAm.jpg","2023-08-25","ആര്‍ഡിഎക്സ്: റോബര്‍ട്ട് ഡോണി സേവ്യര്‍",false,7.5,11,59
false,"/b1Y8SUb12gPHCSSSNlbX4nB3IKy.jpg","[12,14,16,35,10751,28]",315162,"en","Puss in Boots: The Last Wish","Le Chat Potté découvre que sa passion pour l'aventure et son mépris du danger ont fini par lui coûter cher : il a épuisé huit de ses neuf vies, et en a perdu le compte au passage. Afin de retomber sur ses pattes notre héros velu se lance littéralement dans la quête de sa vie. Il s'embarque dans une aventure épique aux confins de la Forêt Sombre afin de dénicher la mythique Etoile à vœu, seule susceptible de lui rendre ses vies perdues. Mais quand il ne vous en reste qu’une, il faut savoir faire profil bas, se montrer prudent et demander de l’aide. C’est ainsi qu’il se tourne vers son ancienne partenaire et meilleure ennemie de toujours : l’ensorcelante Kitty Pattes De Velours. Le Chat Potté et la belle Kitty vont être aidés dans leur quête, à leur corps bien défendant, par Perro, un corniaud errant et galleux à la langue bien pendue et d’une inaltérable bonne humeur.",225.165,"/kO35BwoKHyP1VRulxZJVeEl5dvS.jpg","2022-12-07","Le Chat Potté 2 : la dernière quête",false,8.3,6569,60
false,"/45zVtZx6Tzx3RKeDziK25K9geFf.jpg","[16,10751,10402,14,35]",901362,"en","Trolls Band Together","Après deux films à se tourner autour pour finalement tomber dans les bras l’un de l’autre, Poppy et Branch sont officiellement en couple (#broppy)! Alors qu’ils n’ont plus de secrets l’un pour l’autre, Poppy fait une découverte incroyable relative au passé de Branch. À l’époque, avec ses quatre frères, Floyd, John Dory, Spruce et Clay, ils formaient le Boys Band le plus en vogue du moment, les BroZone. Alors qu’il n’était qu’un enfant, le groupe s’est séparé, tout comme la famille et depuis Branch n’a jamais revu ses frères.",246.223,"/r5uiTUeqoERL66fNgtPVbTViHml.jpg","2023-10-12","Les Trolls 3",false,6.4,28,61
false,"/bQTfSXQrcVwXJ5TvNzbd3ioMnnM.jpg","[9648,53,28,18]",862552,"en","The Ritual Killer","Un détective (Cole Hauser) à la poursuite d’un tueur en série n’a comme seul allié un anthropologue et professeur (Morgan Freeman) qui cache un terrible secret.",212.944,"/j8TrZpir4zU6WKDkSMwL7CimQi6.jpg","2023-03-09","The Ritual Killer",false,6.2,181,62
false,"/6gcXySbEdXC9V39chjcJ1ZxOi07.jpg","[37,18]",843846,"en","Butcher's Crossing","Un chasseur de bison à l'époque du Far West. Will Andrews a quitté Harvard pour partir à l'aventure. Il se joint à Miller un mystérieux colon offrant une impressionnante quantité de peaux de bisons dans une vallée isolée. Leur bande devra survivre à un périple dangereux au cours duquel les durs éléments vont mettre leur détermination et leur raison à rudes épreuves.",236.779,"/ecCHA70C9PwG1AJz09wZrlPHzzF.jpg","2023-10-20","Butcher's Crossing",false,6.8,9,63
false,"/iOJX54nVAsnPawagFiWXKv1Y6sB.jpg","[16,12,10751]",1076364,"en","Carl's Date","Dans ce court-métrage des Studios Pixar, « Bienvenue chez Doug : Le rendez-vous galant de Carl », Carl Fredricksen accepte malgré lui de sortir avec une de ses amies et s’aperçoit qu’il ne sait pas comment se comporter lors d’un rendez-vous galant. Doug, son ami de toujours, tente de calmer ses appréhensions en lui prodiguant des conseils pour se faire des amis...",234.572,"/A7iY8o9w7gLtMMC1tAfZVmHSnP6.jpg","2023-06-15","Le rendez-vous galant de Carl",false,7.7,288,64
false,"/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg","[28,12,878]",634649,"en","Spider-Man: No Way Home","Après les événements liés à l'affrontement avec Mysterio, l'identité secrète de Spider-Man a été révélée. Il est poursuivi par le gouvernement américain, qui l'accuse du meurtre de Mysterio, et traqué par les médias. Cet événement a également des conséquences terribles sur la vie de sa petite-amie M.J. et de son meilleur ami Ned. Désemparé, Peter Parker demande alors de l'aide au docteur Strange. Ce dernier lance un sort pour que tout le monde oublie que Peter est Spider-Man. Mais les choses ne se passent pas comme prévu, et cette action altère la stabilité de l'espace-temps. Cela ouvre le « multivers », un concept terrifiant dont ils ne savent quasiment rien...",225.738,"/3SyG7dq2q0ollxJ4pSsrqcfRmVj.jpg","2021-12-15","Spider-Man : No Way Home",false,8,18466,65
false,"/8KJMOKyl9rpgb9ELEwhfBMIaTHw.jpg","[10751,16,14,35]",1139087,"en","Once Upon a Studio","Tous vos personnages préférés se retrouvent dans « Il était une fois un Studio » pour un moment festif, amusant et émouvant, alors qu'ils se rassemblent pour une photo de groupe spectaculaire afin de célébrer les 100 ans de Disney.",203.163,"/kaPAu8enx5k0X6m1q5Y5SnYYakv.jpg","2023-09-24","Il était une fois un studio",false,8.5,214,66
false,"/c6Splshb8lb2Q9OvUfhpqXl7uP0.jpg","[28,53]",717930,"en","Kandahar","Tom Harris est un agent secret de la CIA infiltré au Moyen-Orient. Une fuite des renseignements révèle son identité alors qu’il est en mission. Coincés au cœur d’un territoire hostile, Harris et son interprète afghan Kahil, doivent se frayer un chemin hors du désert jusqu’à Kandahar, leur point d’exfiltration, tout en échappant aux forces spéciales d’élite qui les pourchassent. La course contre la montre commence.",198.451,"/rVq4EYHVc4ZkGIcF81PcnMlWkSf.jpg","2023-05-25","Kandahar",false,6.9,700,67
false,"/tG9F7wnvLXoCDwyz0ZwyvtMBV5s.jpg","[16,18]",715385,"fr","Interdit aux chiens et aux Italiens","Avant de mourir, mon père m'a raconté la légende de notre famille: durant des générations, nous sommes nés, nous nous sommes mariés et nous sommes morts dans un village piémontais, Ugheterra, ""terre des Ughetto"", où tous les habitants ont le même nom de famille que nous. Qui étaient ces gens ? Comment vivaient-ils ? Pourquoi ont-ils fui et où sont-ils allés ?",208.508,"/qSDA01KsLvs6nza10j8g1penILQ.jpg","2023-01-25","Interdit aux chiens et aux Italiens",false,7.7,50,68
false,"/rRcNmiH55Tz0ugUsDUGmj8Bsa4V.jpg","[35,10749]",884605,"en","No Hard Feelings","Maddie est sur le point de perdre sa maison d’enfance et elle pense avoir trouvé la solution à ses problèmes financiers lorsqu’elle tombe sur une offre d’emploi intrigante : parents fortunés cherchent quelqu’un pour emmener Percy, leur fils introverti de 19 ans, dans une série de « dates » afin de le décoincer avant qu’il ne parte pour l’université. A la grande surprise de Maddie, Percy rend ce challenge plus compliqué que prévu et le temps est compté. Elle a un été pour relever ce challenge ou se retrouver sans toit.",194.604,"/cLYUweeYHSZFVxqHp9QgaiklZXM.jpg","2023-06-15","Le Challenge",false,7.1,1674,69
false,"/mr0IjyMaM1HZvs7EsD0SxgkMAws.jpg","[10751,14,878,10770]",1039960,"en","Monster High 2","La suite des aventures de Clawdeen Wolf, Draculaura et Frankie Stein au lycée, Monster High.",193.604,"/mClrCMfGpOqTSiuCTSK67WZ92x5.jpg","2023-10-05","Monster High 2",false,7.6,35,70
false,"/j4ya52FqogRzqNVGDhrp9k0iNNQ.jpg","[28,878]",875279,"zh","神兵特攻","Après la mort tragique de son épouse, Lung Wei, un garde du corps professionnel, décide de quitter son pays et de partir en voyage à l'étranger, dans le but de trouver des médecins et de leur faire soigner sa jeune fille. Cependant, ce ne sont pas des docteurs qu'il trouve, mais plutôt un nouveau milieu professionnel. Lung Wei se reconvertit en effet dans la réalité virtuelle, en tant que testeur.",186.862,"/A3a7U1HeLrBFu4YdKhXyJ85FtmS.jpg","2022-10-13","VR Fighter",false,5.4,20,71
false,"/uELCMpKxSXqKN47iOUTjJmJD57g.jpg","[16,10751]",1166714,"en","Mickey and Friends: Trick or Treats","Mickey, Minnie, Goofy, Donald et Daisy partent à la chasse aux bonbons lorsque Donald aperçoit le manoir le plus effrayant qu'il ait jamais vu et suppose qu'il contient les meilleures friandises. Après avoir convaincu ses amis de risquer une visite, la propriétaire, Witch Hazel, leur jette un sort qui les transforme en leurs costumes.",208.611,"/kqnsfsDMw7DrJ8tkPag7vmGv7nc.jpg","2023-10-01","Mickey et ses amis : des bonbons ou un sort",false,7.1,16,72
false,"/hldPY45usHEt6Zv73oxe1yKyUa0.jpg","[53,27]",628707,"en","Trick","Au sein d'une petite ville, comme chaque année, un serial killer reprend du service en commettant d'horribles meurtres n'ayant, en apparence, aucun point en commun. Alors que la population pense le tueur enfin mort, un détective est à sa poursuite car il ne le croit pas disparu.",258.708,"/2rhuScKVjQng9HfXgCyA65ZP5pq.jpg","2019-10-18","Trick",false,5.9,128,73
false,"/aOI3o06xhCgLmA6Bcpm4KRDeMXF.jpg","[35,18]",763165,"en","The Burial","USA, 1995. Jeremiah Joseph O'Keefe (Tommy Lee Jones), propriétaire d'une entreprise de pompes funèbres est escroqué par un puissant conglomérat, le groupe funéraire Loewen à cause d'un différend contractuel. Après avoir appris que le jury sera majoritairement constitués d'Afro-Américains, il est conseillé au vieil homme d'avcoir recours aux services de  Willie E. Gary, un avocat spécialisé dans les dommages corporels, surnommé ""Le Tueur géant"". Ce dernier, très charismatique, n'est pas un avocat conventionnel. Le groupe Loewen a fait appel à sa propre avocate également afro-américaine, Mame Downes, très déterminée.",190.871,"/lxj3EkEPu4Jhbh5yKeGbQIImMUD.jpg","2023-10-06","Death Business",false,7.3,220,74
false,"/w2nFc2Rsm93PDkvjY4LTn17ePO0.jpg","[16,35,28,878]",614930,"en","Teenage Mutant Ninja Turtles: Mutant Mayhem","Après des années passées loin du monde des humains, les frères Tortues entreprennent de gagner le cœur des New-Yorkais et d'être acceptés comme des adolescents normaux grâce à des actes héroïques. Leur nouvelle amie April O'Neil les aide à s'attaquer à un mystérieux syndicat du crime mais ils se retrouvent dépassés par les événements lorsqu'une armée de mutants se déploie contre eux.",173.123,"/eLNxn5R7xngthiRc6HoQC4dqzbF.jpg","2023-07-31","Ninja Turtles : Teenage Years",false,7.3,806,75
false,"/nKOutYdpjpxdeftoXcDnSAaD2z8.jpg","[53,27,9648]",954388,"en","Arenas Mortales","",204.063,"/cVLfO3CbVg8p5Qcaifq6AidOe2w.jpg","2023-08-31","Arenas Mortales",false,6.6,32,76
false,"/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg","[12,28,878]",299536,"en","Avengers: Infinity War","Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l’univers.",202.813,"/hSfuKPtyEryeFzapZ8UgZd4aESu.jpg","2018-04-25","Avengers : Infinity War",false,8.3,27907,77
false,"/k38uEFijy5ONeCc5vWAGoyxBvD2.jpg","[878,9648,53,28]",1067820,"es","Awareness","Ian, un ado qui vit avec son père en marge de la société, possède un étrange pouvoir : celui de créer chez les autres des illusions visuelles. Profitant de ce don, ils vivent de petits larcins jusqu’au jour où, perdant le contrôle de la situation, Ian attire l’attention sur lui. Traqué par une mystérieuse agence, il découvre que d’autres personnes possèdent le même pouvoir et qu’on lui a menti.",203.392,"/r9j2PhF2Wsmw0OoeD8YePq290d3.jpg","2023-03-16","Awareness",false,5.7,87,78
false,"/kIMYSzp1fH1H9adKplekLD9BuNi.jpg","[16,28,878,12]",1003581,"en","Justice League: Warworld","Jusqu'alors, la Justice League était un regroupement d'individus aux super-pouvoirs sans réelle unité. Mais lorsqu'ils se retrouvent ensemble sur la planète War World, un lieu où de violents combats de gladiateurs font rage, Batman, Superman, Wonder Woman et leurs congénères doivent tant bien que mal s'allier pour former une résistance à toute épreuve, capable de mener une planète entière vers la liberté.",212.9,"/pHdSS5G3wDwJp6jWgMpbSjNiTbr.jpg","2023-07-25","Justice League: Warworld",false,7.3,179,79
false,"/2QL5j6mB4ZpyBcVr0WO9H9MQGBu.jpg","[28,12,18,14]",734253,"hi","आदिपुरुष","Il y a 7000 ans, les princes Raghava et Sesh d'Ayodhya, accompagnés des puissants guerriers Vanar, se rendent sur l'île de Lanka dans le but de sauver Janaki, l'épouse de Raghava, qui a été enlevée par Lankesh, le roi de Lanka.",168.47,"/1H2xEZOixs0z0JKwyjANZiKNNVJ.jpg","2023-06-16","Adipurush",false,5.4,61,80
false,"/5xUJBgds96m6Xi2EtUpSzbw24D7.jpg","[53,9648]",852436,"fr","Seule : Les dossiers Silvercloud","Alors qu’elle vit recluse à la montagne, Anne découvre que son chalet isolé a été placé sur écoute. Elle est alors rattrapée par son ancienne vie d’agent du renseignement, un passé qu’elle espérait avoir laissé derrière elle.",176.927,"/10jnexUGgWFrwXTwmX73EVO9UpZ.jpg","2023-03-08","Seule : Les dossiers Silvercloud",false,6.6,95,81
false,"/oFSQEG1lJTTISj3QKB7cJ9ANkFw.jpg","[16,28,10751]",1154598,"en","LEGO Marvel Avengers: Code Red","Les Avengers se rassemblent pour sauver New York, mais lorsque Black Widow reproche à son père la façon dont il l’a élevée, ce dernier disparait mystérieusement. Alors que les Avengers enquêtent, ils découvrent que le méchant Collectionneur kidnappe ceux dont le nom fait référence au mot « rouge ». Déterminée à retrouver son père, c'est maintenant à Black Widow de conduire les Avengers à la recherche du repaire du maléfique Collectionneur et de libérer les prisonniers de ses griffes fatales.",159.323,"/zccXTcrsWtOO4dKpCEMiWqFG6Xk.jpg","2023-10-26","LEGO Marvel Avengers: Code Rouge",false,6.6,38,82
false,"/iEFuHjqrE059SmflBva1JzDJutE.jpg","[16,10751,28,14,10749]",496450,"fr","Miraculous - le film","La super-héroïne, qui a conquis le cœur de millions de fans à travers le monde, débarque pour la première fois au cinéma ! Ladybug va devoir unir ses forces avec Chat Noir, le charismatique justicier masqué qui n'a pas sa langue dans sa poche, pour affronter le Papillon et sa horde de super-vilains, alors que ceux-ci menacent de détruire Paris. Mais, alors que les deux héros se rapprochent, Marinette ignore que derrière son mystérieux complice se cache Adrien, le camarade de classe dont elle est amoureuse",173.787,"/iu4qpzsyBcnWhiwh1BxTAJefTmS.jpg","2023-07-05","Miraculous - le film",false,7.8,636,83
false,"/4xeVGvJ4PrIkGs61QNwg7c3Jlns.jpg","[53]",1064024,"en","Locked In","Intriguée par les blessures dont souffre une patiente comateuse, une infirmière dévouée découvre un jeu de rivalités, d'infidélités, de trahisons... et même un meurtre.",191.534,"/21T4h47rxQIZ6ZzbOquTkhzskcF.jpg","2023-11-01","Locked In",false,5.9,60,84
false,"/rrucFNW1qOgSPL4n2Fy6CdpBDEY.jpg","[27,35,53]",1161048,"sv","Konferensen","Une conférence afin de renforcer l'esprit d'équipe à laquelle participent des employés, tourne au cauchemar quand un individu mystérieux commence à traquer et à assassiner les participants un par un.",162.59,"/1q7Mt0Dx5vZFndMreM93V034IKB.jpg","2023-10-13","Séminaire",false,5.4,176,85
false,"/qEm4FrkGh7kGoEiBOyGYNielYVc.jpg","[53,27]",635910,"en","The Last Voyage of the Demeter","Basé sur un seul chapitre de ""Dracula"", le roman de Bram Stoker, ""Le dernier voyage du Demeter"" raconte l'histoire terrifiante du navire marchand Demeter qui a été affrété pour transporter une cargaison privée : cinquante caisses en bois non marquées, des Carpates à Londres.",188.467,"/err3i4zVxQe8HRbsOCNbqzVSkdY.jpg","2023-08-09","Le Dernier Voyage du Demeter",false,7.2,860,86
false,"/wHytVsfAZsVDAcABd6iQGmE2j29.jpg","[53,28,80]",156022,"en","The Equalizer","McCall, un homme qui pense avoir rangé son passé mystérieux derrière lui, se consacre à sa nouvelle vie tranquille. Au moment où il rencontre Teri, une jeune fille sous le contrôle de gangsters russes violents, il décide d'agir. McCall sort ainsi de sa retraite et voit son désir de justice réveillé.",164.86,"/tcV0DA04Ug4pHbPZkPZxohoMHCj.jpg","2014-09-24","Equalizer",false,7.3,8288,87
false,"/yKCyKxCAFvw0myHfIBZP0KBexNy.jpg","[27]",138544,"en","American Horror House","Halloween. Une maison d'étudiantes, sur un campus américain. Trois jeunes filles sont prises au piège: les lieux sont hantés et la nuit est longue...",170.262,"/sZzJwqbrfKvGXTIhXGDwlJUEtM5.jpg","2012-10-13","Paranormal initiation",false,6,28,88
false,"/xVMtv55caCEvBaV83DofmuZybmI.jpg","[53,28]",724209,"en","Heart of Stone","Rachel Stone, spécialiste du renseignement pour une mystérieuse agence de maintien de la paix, tente d'empêcher une hackeuse de lui voler son arme la plus précieuse et redoutable.",160.784,"/dPXyy4KpiLN2JfUZE5CJrccVVMl.jpg","2023-08-09","Agent Stone",false,6.9,1295,89
false,"/2G18rFnH0aarHmSXXQIIQ95uf0w.jpg","[35,12]",912908,"en","Strays","Après s'être fait expliquer par un terrier beau parleur que son maître adoré est une ordure, un toutou naïf se lance dans une quête épique de vengeance.",164.489,"/wZquGx4o6m4nC0XhHs0j7MpqP1H.jpg","2023-08-17","Backstreet Dogs",false,7.5,491,90
false,"/qCiZ46Kzd2xbE5TuAVPEExxNeRQ.jpg","[27,878]",584004,"en","Resurrected","",255.686,"/iCPm0mfcOdpLgtfFFkWoq62ko0i.jpg","2023-04-27","Resurrected",false,6.2,20,91
false,"/efro4duB7agkA2Xl5LmkD3HeCim.jpg","[28,53,18]",818511,"pt","Carga Máxima","Roger incarne un pilote de courses de camions qui se met à travailler pour une bande de voleurs de marchandises afin de conserver son équipe. Une fois entraîné dans le monde du crime, il devra se battre pour en sortir. Figurent également à l'affiche Sheron Menezzes dans le rôle de Rainha, autre pilote professionnelle, ainsi que Raphael Logam, Milhem Cortaz, Evandro Mesquita et Paulinho Vilhena, entre autres.",174.142,"/ocKoEvCPX809gWsyEXRP2zTViY5.jpg","2023-09-27","Carga Máxima",false,6.6,95,92
false,"/f7UI3dYpr7ZUHGo0iIr1Qvy1VPe.jpg","[16,10751,14,35]",1040148,"en","Ruby Gillman, Teenage Kraken","Âgée de 16 ans, Ruby Gillman est aussi maladroite qu’adorable. Elle tente désespérément de trouver sa place au lycée d’Oceanside, où elle a l’impression d’être totalement transparente. Elle donne des cours de soutien en maths à un jeune skater dont elle est secrètement amoureuse, mais qui ne semble admirer chez elle que sa capacité à résoudre des équations. Et de toute façon, elle ne peut pas fréquenter les élèves les plus intéressants du lycée, car sa mère qui la surprotège, lui a formellement interdit de se baigner dans l’océan. Mais le jour où elle lui désobéit et brise cette règle d’or, elle découvre qu’elle est la descendante directe de la lignée des reines guerrières Kraken, et qu’elle est destinée à monter sur le trône jusque-là occupé par sa grand-mère : la reine guerrière des Sept mers. Les Kraken ont prêté serment de protéger les océans du monde entier de la cupidité et de la vanité des sirènes, leurs ennemies jurées.",159.614,"/eTQS72K0sDmbdpNiOCN0jerlRvC.jpg","2023-06-28","Ruby, l'ado Kraken",false,7.4,742,93
false,"/ERahy6DLROhL2adaqfTqEM2fXf.jpg","[80,18,28]",957992,"zh","军火大劫案","",178.033,"/ronrzgFs2FOk0R4BAZgyLaYdhua.jpg","2022-04-09","军火大劫案",false,7.1,23,94
false,"/xwsLbyCXeaCmSde4PDsRPWufdGy.jpg","[37,28,53]",884315,"en","Terror on the Prairie","Une famille de pionniers se bat contre une bande de hors-la-loi qui les terrorise dans leur ferme nouvellement construite dans les plaines du Montana.",166.567,"/nk62CXBHDmJ8wV42mSgW3Vk4tne.jpg","2022-09-08","Terror On The Prairie",false,6.2,46,95
false,"/8FhKnPpql374qyyHAkZDld93IUw.jpg","[28,53,9648,878]",536437,"en","Hypnotic","Déterminé à retrouver sa fille, le détective Danny Rourke, enquête sur une série de braquages qui pourraient être liés à sa disparition. Mais les criminels qu’il poursuit sont bien plus machiavéliques qu’il ne l’imaginait : ils hypnotisent des innocents pour qu’ils commettent des crimes contre leur volonté. Personne ne semble à l’abri. Pour les déjouer, Rourke va devoir se méfier de tout le monde…",175.494,"/4qUjmsAY0uZKRfmkfBsX1FvtWbT.jpg","2023-05-11","Hypnotic",false,6.5,702,96
false,"/J0XkW5toJLGEucm1pLDvTHXaKC.jpg","[28,18,10752]",1076487,"en","Warhorse One","Lorsqu'un hélicoptère de l'équipe SEAL est abattu lors d'une mission de sauvetage après le retrait d'Afghanistan en 2021, le seul opérateur survivant doit échapper aux insurgés hostiles tout en guidant sa seule charge restante, un enfant traumatisé, vers la sécurité.",173.797,"/jP2ik17jvKiV5sGEknMFbZv7WAe.jpg","2023-06-30","Warhorse One",false,7.2,183,97
false,"/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg","[16,35,10751,14]",568124,"en","Encanto","Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux appelé Encanto. L’Encanto a doté chacun des enfants de la famille d’une faculté magique allant d’une force surhumaine au pouvoir de guérison. Seule Mirabel n’a reçu aucun don particulier. Mais lorsque la magie de l’Encanto se trouve menacée, la seule enfant ordinaire de cette famille extraordinaire va peut-être se révéler leur unique espoir…",174.292,"/75s7inwv1WHRuySyjA6p0oMaz9Z.jpg","2021-10-13","Encanto, la fantastique famille Madrigal",false,7.6,8719,98
false,"/iQcCAm8hKWZyUntqrvzyEGtXyJl.jpg","[878,28,53]",670292,"en","The Creator","Dans un futur proche, les humains et l'intelligence artificielle (IA) se livrent une guerre sans merci. Joshua, un ex-agent des forces spéciales fragilisé par la disparition de sa femme, est recruté pour traquer et neutraliser le Créateur, l'insaisissable architecte d'une IA avancée à l'origine d'une arme qui pourrait mettre fin à la guerre... et détruire l'humanité tout entière. Avec l'aide d'une unité d'agents d'élite, Joshua traverse les lignes ennemies et pénètre au coeur de leur dangereux territoire. Il découvrira bientôt que l'arme funeste qu'il est chargé de détruire n'est autre qu'une intelligence artificelle supérieure qui a pris les traits d'un jeune enfant...",146.959,"/gK2jV7sRVVAisoyjMrOxSOZ0Im7.jpg","2023-09-27","The Creator",false,7.1,496,99
false,"/5y1E8bmBLifA2aSqGSl20VEP3i1.jpg","[10749,18,35]",912916,"en","The Other Zoey","Zoey Miller, une étudiante surdouée en informatique qui ne croit pas au grand amour, voit sa vie basculer quand Zach, une star de foot de la fac, devient amnésique et la prend pour sa petite amie.",168.785,"/596eFlS6qytLwbDNIdQQ5FTjK3G.jpg","2023-10-19","L'Autre Zoey",false,7.2,151,100
